"Site Name","Site Url","File/Folder Name","Created By","Resource Type","Created On","Relative URL"
"Digital Initiative Public Relations","https://m365x22747677.sharepoint.com/sites/DigitalInitiativePublicRelations","Document.docx","Alpesh Nakar","File","9/2/2025 4:02:39 AM","https://m365x22747677.sharepoint.com//sites/DigitalInitiativePublicRelations/Shared Documents/General/Document.docx"
